DATAFLOW,REF_AREA,FREQ,MEASURE,UNIT_MEASURE,FINANCING_SCHEME,FINANCING_SCHEME_REV,FUNCTION,MODE_PROVISION,PROVIDER,FACTOR_PROVISION,ASSET_TYPE,PRICE_BASE,TIME_PERIOD,OBS_VALUE,BASE_PER,CURRENCY,OBS_STATUS,OBS_STATUS2,OBS_STATUS3,UNIT_MULT,DECIMALS
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),FRA,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,2020,5873.888,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),FRA,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,1970,1223.278,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),FRA,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,1975,1704.131,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),FRA,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,1980,2141.888,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),FRA,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,2023,6036.114,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),FRA,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,2022,6204.341,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),FRA,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,2014,5658.037,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),FRA,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,2012,5483.953,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),CHL,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,2023,2964.418,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),CHL,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,2022,2943.784,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),AUS,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,1977,1541.802,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),AUS,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,2018,5426.781,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),AUS,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,2016,5225.767,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),AUS,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,1983,1677.804,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),AUS,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,1984,1713.645,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),CAN,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,1992,3089.529,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),CAN,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,2022,6139.721,2020,,D,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),CAN,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,2021,6532.458,2020,,D,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),CAN,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,2024,5946.07,2020,,P,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),CAN,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,2013,5109.15,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),FIN,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,2024,5446.973,2020,,E,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),FIN,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,2021,5213.708,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),FIN,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,2019,4830.318,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),FIN,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,2020,4966.75,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),FIN,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,2000,3230.932,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),FIN,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,1997,2835.343,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),FIN,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,1998,2885.104,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),FIN,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,1999,2976.324,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),ISL,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,1991,2822.102,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),ISL,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,1992,2751.387,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),ISL,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,1993,2735.891,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),ISL,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,1994,2764.486,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),ISL,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,1995,2798.387,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),ISL,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,1996,2891.782,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),ISL,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,1997,2998.043,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),ISL,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,1998,3513.478,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),ISL,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,1999,3761.405,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),ISL,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,1980,1958.255,2020,,B,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),ISL,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,2000,3855.985,2020,,B,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),ISL,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,2003,4277.403,2020,,B,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),ISL,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,2016,4469.744,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),ISL,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,2022,5342.863,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),ISL,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,2024,5476.994,2020,,P,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),ISL,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,2005,4423.144,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),ISL,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,2006,4443.329,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),ISL,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,2007,4544.982,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),ISL,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,2008,4507.014,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),ISL,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,2002,4141.197,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),ISL,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,2004,4351.094,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),ISL,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,2023,5227.719,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),ISL,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,1970,890.325,2020,,D,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),ISL,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,1971,1137.476,2020,,D,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),ISL,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,1972,1203.338,2020,,D,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),ISL,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,1973,1209.089,2020,,D,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),ISL,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,1974,1440.596,2020,,D,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),ISL,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,2010,4021.851,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),ISL,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,2009,4225.351,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),ISL,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,2015,4268.791,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),ISL,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,2011,4013.008,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),ISL,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,2019,4886.572,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),ISL,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,2018,4789.57,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),ISL,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,2017,4660.75,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),ISL,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,2020,5010.061,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),ISL,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,2021,5303.628,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),ISL,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,2014,4070.754,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),ISL,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,2012,3939.78,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),ISL,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,2013,3999.195,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),ISL,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,1975,1410.887,2020,,D,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),ISL,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,1976,1419.472,2020,,D,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),HUN,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,2024,2692.309,2020,,P,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),HUN,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,2022,2705.074,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),HUN,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,2023,2612.506,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),HUN,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,2005,2137.059,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),HUN,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,2002,1690.434,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),HUN,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,1999,1409.751,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),HUN,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,2000,1439.124,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),HUN,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,1991,1183.913,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),HUN,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,1992,1225.142,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),HUN,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,1993,1234.336,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),HUN,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,1994,1358.062,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),HUN,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,1995,1252.705,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),HUN,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,1996,1239.278,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),HUN,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,1997,1227.352,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),HUN,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,2001,1534.285,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),HUN,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,2004,2007.366,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),HUN,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,2015,2105.527,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),HUN,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,2017,2223.241,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),HUN,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,2016,2199.714,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),HUN,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,2014,2048.917,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),HUN,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,2007,2006.983,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),HUN,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,2008,1984.236,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),HUN,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,2006,2180.744,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),HUN,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,2009,1907.7,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),HUN,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,2019,2321.215,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),HUN,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,2020,2615.41,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),HUN,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,2012,1951.433,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),DNK,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,2020,6146.851,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),DNK,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,2016,5669.119,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),AUT,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,1970,1144.039,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),AUT,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,1971,1193.936,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),AUT,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,1972,1272.728,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),AUS,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,1991,2056.857,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),AUS,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,1992,2117.668,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),AUS,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,1993,2173.138,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),AUT,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,1983,2047.492,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),AUT,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,1984,2060.584,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),AUT,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,1985,2141.114,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),CZE,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,2006,2432.809,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),CZE,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,2004,2280.551,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),CZE,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,2005,2390.374,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),CZE,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,2014,3069.439,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),CZE,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,2012,2940.737,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),GRC,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,2015,2397.628,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),DEU,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,1994,4100.271,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),DEU,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,2022,7706.695,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),DEU,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,1995,4305.096,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),DEU,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,2023,7248.147,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),DEU,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,1998,4596.885,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),DEU,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,1999,4698.046,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),DEU,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,1996,4464.098,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),DEU,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,1997,4470.918,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),ITA,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,1988,2545.89,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),ITA,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,1989,2599.389,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),ITA,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,1990,2823.913,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),ITA,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,1991,2973.329,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),ITA,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,1992,2927.177,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),ITA,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,1993,2844.62,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),ITA,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,1994,2815.503,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),ITA,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,1996,2941.501,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),ITA,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,1997,3111.596,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),ITA,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,2015,3836.314,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),ITA,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,2016,3862.937,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),ITA,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,2017,3897.651,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),ITA,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,2018,3901.229,2020,,,,,0,1
OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),ITA,A,EXP_HEALTH,USD_PPP_PS,_T,_Z,_T,_T,_T,_Z,_Z,Q,2020,4027.251,2020,,,,,0,1
